MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
934,Beat,Drama,1966,29-06-1966,Canada," $71,27,853.43 "," $37,45,038.50 "," $71,27,853.43 "," $8,27,710.98 "," $17,82,040.83 ",6,83,4236,533,William Walker,Jessica Scott, $-   ,0.00%,Break_even,Good Performance
935,Find imagine,Comedy,1987,04-02-1987,USA," $1,81,68,528.35 "," $2,72,57,809.18 "," $4,08,95,314.95 "," $31,49,986.75 "," $1,13,41,648.11 ",7.6,81,21234,561,David Rosales,Nicholas Richards," $2,27,26,786.60 ",125.09%,Hit,Good Performance
936,Son very,Action,1980,27-08-1980,USA," $3,08,95,730.80 "," $3,08,97,596.42 "," $6,97,09,615.95 "," $66,11,062.38 "," $1,38,28,849.67 ",5.2,43,979,115,Andrew Chambers,Vincent Suarez," $3,88,13,885.15 ",125.63%,Hit,Average
937,Product general everyone,Drama,1965,30-08-1965,USA," $16,86,082.36 "," $10,26,652.14 "," $16,86,082.36 "," $1,76,416.04 "," $5,68,748.73 ",9.2,94,3703,84,Maria Lane,Marc Vasquez, $-   ,0.00%,Break_even,Excellent Performance
938,Land culture,Drama,2021,09-07-2021,Japan," $1,18,28,518.38 "," $2,07,87,684.04 "," $3,47,50,894.40 "," $29,84,754.05 "," $91,63,496.44 ",3.8,29,20508,1005,Mark Brooks,Jason Chavez," $2,29,22,376.02 ",193.79%,Hit,Average
939,Industry instead,Drama,1988,26-04-1988,USA," $62,55,290.39 "," $1,03,73,387.16 "," $1,66,95,066.26 "," $20,74,654.95 "," $41,73,288.95 ",7.7,86,3037,354,Ashley Medina,Brenda Guerrero," $1,04,39,775.87 ",166.90%,Hit,Good Performance
940,Camera know knowledge,Documentary,2023,23-08-2023,USA," $24,57,396.94 "," $54,66,889.28 "," $1,11,61,433.52 "," $6,36,200.65 "," $22,49,648.98 ",6.7,57,749,1571,Jeremy Ray,Nicole Dawson," $87,04,036.58 ",354.20%,Hit,Good Performance
941,Body thought,Horror,1956,09-03-1956,USA," $53,68,223.00 "," $36,55,131.90 "," $61,22,367.59 "," $5,14,552.63 "," $15,02,145.74 ",5.2,59,5224,180,Jeremy Davis,Gina Fernandez," $7,54,144.59 ",14.05%,flop,Average
942,Mean structure,Comedy,2013,18-08-2013,Australia," $9,41,309.00 "," $5,95,935.42 "," $10,92,133.29 "," $1,38,633.93 "," $3,16,072.30 ",4.4,45,1400,806,Anthony Henry,Adam Bowman," $1,50,824.29 ",16.02%,flop,Average
943,According participant thing exactly,Romance,2023,30-07-2023,USA," $13,50,409.46 "," $25,40,791.76 "," $45,65,263.62 "," $6,49,357.45 "," $13,65,670.00 ",7.1,64,3059,132,Kim Watkins,Mark Crosby," $32,14,854.16 ",238.07%,Hit,Good Performance
944,Specific soldier street,Drama,2014,25-11-2014,USA," $19,24,773.37 "," $32,10,120.57 "," $64,73,447.41 "," $8,65,509.53 "," $15,88,513.43 ",9.1,81,3573,888,Mrs. Hannah Campbell DDS,Brenda Guerrero," $45,48,674.04 ",236.32%,Hit,Excellent Performance
945,Bit reason successful,Drama,1989,10-01-1989,USA," $95,81,476.32 "," $2,37,38,235.23 "," $4,03,16,173.57 "," $54,85,476.64 "," $1,29,29,952.22 ",6.6,72,62796,50,Ryan Tate,Dominique Aguirre," $3,07,34,697.25 ",320.77%,Hit,Good Performance
946,Improve painting story,Drama,1994,15-02-1994,USA," $5,34,699.89 "," $2,36,043.96 "," $5,34,699.89 "," $34,509.12 "," $94,934.35 ",6.5,73,3256,288,Dr. Jonathan Long,Joseph Leon, $-   ,0.00%,Break_even,Good Performance
947,End nature,Drama,1995,21-09-1995,USA," $94,86,798.08 "," $73,58,044.10 "," $1,82,91,178.38 "," $9,14,344.62 "," $30,82,231.41 ",4.8,47,4818,578,Darlene Murphy,Nicole Morales," $88,04,380.30 ",92.81%,flop,Average
948,Gun country natural,Thriller,2010,19-06-2010,UK," $4,82,916.44 "," $14,63,495.22 "," $23,81,813.70 "," $3,49,606.06 "," $7,01,647.04 ",5.5,42,1545,207,David Morris,Lauren Richards," $18,98,897.26 ",393.21%,Hit,Average
949,Physical themselves money,Action,2005,13-10-2005,USA," $51,12,889.90 "," $1,44,65,522.41 "," $2,30,29,556.59 "," $34,86,022.29 "," $63,60,740.51 ",6.3,50,2172,942,Brandon Fuller,Eric Cooper," $1,79,16,666.69 ",350.42%,Hit,Good Performance
950,Treat,Action,1970,26-11-1970,Canada," $4,56,039.75 "," $2,72,764.25 "," $6,36,727.05 "," $58,708.63 "," $1,09,338.21 ",4.4,46,118,67,Patricia Munoz,Melissa Lopez," $1,80,687.30 ",39.62%,flop,Average
951,Born very save,Documentary,1995,04-12-1995,USA," $15,07,659.06 "," $17,49,372.25 "," $40,95,886.10 "," $4,35,695.96 "," $7,61,455.19 ",6.4,54,4000,82,Kim Watkins,Olivia Allen," $25,88,227.04 ",171.67%,Hit,Good Performance
952,Wide fill practice,Drama,1987,07-12-1987,USA," $24,40,547.86 "," $42,22,142.26 "," $87,91,971.03 "," $7,25,895.62 "," $24,72,341.65 ",8.1,69,7429,56,Benjamin Ray,Sarah Nelson," $63,51,423.17 ",260.25%,Hit,Excellent Performance
953,Likely care,Thriller,1992,05-06-1992,India," $5,36,570.46 "," $10,31,424.97 "," $19,25,614.68 "," $2,81,382.47 "," $4,21,868.36 ",5.6,42,6455,110,Kevin Green,Samantha Vargas," $13,89,044.22 ",258.87%,Hit,Average
954,Right friend light,Horror,1960,03-02-1960,India," $52,05,097.14 "," $82,90,331.07 "," $1,88,75,159.77 "," $15,09,087.93 "," $46,65,215.30 ",6.5,77,143,352,Anthony Rowland,Karen Shaffer," $1,36,70,062.63 ",262.63%,Hit,Good Performance
955,Over cover,Comedy,1990,03-11-1990,Canada," $4,56,43,133.10 "," $5,34,69,994.32 "," $8,24,83,955.73 "," $1,49,77,159.28 "," $2,22,00,084.87 ",6.9,51,786,2100,Karen Smith,Danny Kline," $3,68,40,822.63 ",80.71%,flop,Good Performance
956,Week maybe,Comedy,2014,18-05-2014,USA," $4,74,060.81 "," $3,44,552.86 "," $6,76,868.27 "," $38,499.37 "," $1,47,149.83 ",4.4,36,1292,147,Susan Farley,Christopher Rodgers," $2,02,807.46 ",42.78%,flop,Average
957,Others part,Comedy,2025,27-12-2025,USA," $15,82,468.91 "," $45,90,536.90 "," $73,49,405.53 "," $10,33,142.28 "," $23,04,354.50 ",6,66,6833,50,Paul Rogers,Sherry Turner," $57,66,936.62 ",364.43%,Hit,Good Performance
958,Nothing source forward,Drama,1967,11-02-1967,USA," $58,21,664.67 "," $1,12,71,901.34 "," $1,63,00,809.80 "," $12,05,122.93 "," $51,63,302.11 ",6.4,61,515,124,Maria Lane,Eric Nelson," $1,04,79,145.13 ",180.00%,Hit,Good Performance
959,Draw choose seat,Comedy,1961,13-06-1961,USA," $59,00,796.50 "," $1,50,97,640.92 "," $2,64,70,920.11 "," $20,45,981.92 "," $78,48,646.48 ",6.8,62,10180,2138,Mrs. Hannah Campbell DDS,Victoria Phillips," $2,05,70,123.61 ",348.60%,Hit,Good Performance
960,Left enough occur,Comedy,1979,06-10-1979,USA," $1,50,01,530.43 "," $2,05,39,267.32 "," $3,49,78,311.59 "," $58,21,970.82 "," $88,84,461.64 ",6.5,69,3709,364,Brenda Smith,Donald Franco," $1,99,76,781.16 ",133.16%,Hit,Good Performance
961,Forward number,Comedy,2012,03-10-2012,USA," $2,42,702.38 "," $3,84,577.71 "," $6,19,341.90 "," $97,170.08 "," $2,08,429.13 ",4.7,44,432,2755,Kimberly Barker,Kathryn Hunt," $3,76,639.52 ",155.19%,Hit,Average
962,Stuff way small,Drama,2017,17-07-2017,USA," $13,78,515.07 "," $18,25,459.50 "," $26,15,365.06 "," $3,56,014.64 "," $8,22,771.80 ",5.2,57,1811,310,Stephanie Hayes,Heather Allison," $12,36,849.99 ",89.72%,flop,Average
963,Song above yourself,Drama,2023,12-12-2023,USA," $62,51,685.57 "," $1,62,78,303.43 "," $2,82,24,006.67 "," $35,07,144.69 "," $86,36,092.66 ",5.7,70,2040,346,Brian Robinson,David Clark," $2,19,72,321.10 ",351.46%,Hit,Average
964,Majority,Drama,1972,24-01-1972,France," $91,38,472.17 "," $66,58,891.59 "," $1,16,90,278.24 "," $13,79,032.11 "," $29,73,329.27 ",5.2,55,875,50,Chad Peters MD,John Jones," $25,51,806.07 ",27.92%,flop,Average
965,May option,Drama,1988,10-05-1988,China," $1,91,06,031.40 "," $1,31,71,961.03 "," $1,91,06,031.40 "," $22,82,940.87 "," $63,15,787.36 ",5.3,41,1146,54,Paul Rogers,Shawn Washington, $-   ,0.00%,Break_even,Average
966,Close less Republican,Drama,1985,18-05-1985,USA," $9,59,952.33 "," $5,85,056.48 "," $9,59,952.33 "," $71,031.10 "," $3,10,181.94 ",5.2,51,1645,80,Barbara Torres,William Prince, $-   ,0.00%,Break_even,Average
967,Fear Democrat voice,Thriller,2012,17-11-2012,USA," $74,74,245.34 "," $89,92,448.02 "," $1,75,66,303.30 "," $16,70,559.50 "," $45,07,783.70 ",7.4,75,2253,530,Jeremy Ray,Dr. Edward Smith," $1,00,92,057.96 ",135.02%,Hit,Good Performance
968,Office strong,Comedy,2022,03-02-2022,USA," $38,91,276.60 "," $79,38,302.82 "," $1,34,44,617.07 "," $11,90,920.62 "," $44,49,724.54 ",6.8,76,353,1656,Christian Hernandez,Anthony Rhodes," $95,53,340.47 ",245.51%,Hit,Good Performance
969,Long explain arrive,Drama,1971,11-07-1971,USA," $3,53,25,728.90 "," $9,02,34,678.80 "," $13,14,32,909.20 "," $2,56,33,671.84 "," $3,91,36,807.23 ",5,67,7396,369,Hannah Camacho,Melissa Mcgee," $9,61,07,180.30 ",272.06%,Hit,Average
970,Put perhaps song,Drama,1995,26-01-1995,USA," $12,51,325.98 "," $25,77,178.78 "," $53,63,748.63 "," $4,42,502.00 "," $12,12,104.59 ",6.8,62,14459,1495,Julie Maxwell,Casey Briggs," $41,12,422.65 ",328.65%,Hit,Good Performance
971,There spring teach,Sci-Fi,2024,28-08-2024,USA," $22,61,120.86 "," $22,23,121.14 "," $52,75,567.73 "," $5,72,361.97 "," $9,41,430.92 ",7.9,66,3720,50,Bryan Murray,Alan Mullins," $30,14,446.87 ",133.32%,Hit,Good Performance
972,Two daughter,Drama,1999,09-01-1999,China," $1,45,72,817.44 "," $71,31,399.58 "," $1,45,72,817.44 "," $16,51,983.42 "," $32,35,049.84 ",3.8,46,1136,2552,Joseph Willis,Jamie Cunningham, $-   ,0.00%,Break_even,Average
973,Huge respond and,Drama,1987,14-06-1987,USA," $90,45,897.25 "," $2,44,44,460.14 "," $4,28,96,139.86 "," $46,47,980.04 "," $1,21,17,700.53 ",5.1,50,2862,57,Heidi Cisneros,Richard Davis," $3,38,50,242.61 ",374.21%,Hit,Average
974,Spend fire value,Drama,1964,10-06-1964,Canada," $5,89,823.16 "," $11,19,946.15 "," $21,21,687.93 "," $3,18,930.47 "," $6,52,452.77 ",5.6,43,835,8244,Faith Franklin,Olivia Ortiz," $15,31,864.77 ",259.72%,Hit,Average
975,Letter memory,Action,1999,29-12-1999,USA," $29,31,870.71 "," $38,61,722.96 "," $88,68,824.70 "," $5,21,063.25 "," $18,56,140.41 ",4.3,54,11967,310,Kim Watkins,Richard Mata," $59,36,953.99 ",202.50%,Hit,Average
976,Wait opportunity management,Drama,2005,10-05-2005,USA," $1,46,24,300.73 "," $2,48,62,333.98 "," $4,23,98,666.30 "," $32,36,919.53 "," $1,29,46,748.26 ",4.9,54,18891,1908,William Banks,Lynn Pierce," $2,77,74,365.57 ",189.92%,Hit,Average
977,People like wear,Horror,1996,09-06-1996,USA," $3,92,580.46 "," $6,81,096.14 "," $10,07,182.71 "," $82,265.58 "," $3,81,153.12 ",9.5,92,1420,50,Manuel Benton,Brittany Kelly," $6,14,602.25 ",156.55%,Hit,Excellent Performance
978,White class reduce,Action,1997,16-06-1997,USA," $18,82,208.51 "," $14,85,999.79 "," $28,77,059.27 "," $3,93,195.82 "," $8,26,988.46 ",3.6,34,7950,50,Jeffrey Neal,Amber Willis," $9,94,850.76 ",52.86%,flop,Average
979,Specific author charge,Sci-Fi,2017,27-07-2017,China," $1,06,30,501.36 "," $1,01,45,382.02 "," $1,53,28,432.27 "," $23,77,675.46 "," $47,63,621.55 ",7.7,64,18107,301,Joshua Morales,Courtney Butler," $46,97,930.91 ",44.19%,flop,Good Performance
980,Throw point relationship,Horror,1998,04-05-1998,UK," $17,72,558.72 "," $38,41,050.53 "," $63,46,051.00 "," $10,27,115.19 "," $22,49,374.76 ",5.5,49,1877,50,James Miller,Tracy Klein," $45,73,492.28 ",258.02%,Hit,Average
981,Figure television wrong,Thriller,2011,17-11-2011,USA," $2,00,37,122.56 "," $5,60,02,190.21 "," $9,30,24,550.85 "," $1,12,67,471.87 "," $2,31,50,033.07 ",8.7,95,1003,4668,Denise Horne,Brandon Mcguire," $7,29,87,428.29 ",364.26%,Hit,Excellent Performance
982,Everybody control,Comedy,2014,27-12-2014,USA," $37,81,971.76 "," $54,73,518.80 "," $1,23,00,931.39 "," $5,90,703.40 "," $24,72,641.82 ",5.7,47,89665,71,Michael Manning,Donald Franco," $85,18,959.63 ",225.25%,Hit,Average
983,It face necessary news,Drama,2020,27-08-2020,Australia," $85,84,817.45 "," $1,45,44,099.23 "," $2,69,33,945.40 "," $31,60,160.18 "," $87,03,003.24 ",7.2,84,710,12031,Chad Peters MD,Ryan Hood," $1,83,49,127.95 ",213.74%,Hit,Good Performance
984,Difference moment,Comedy,1979,03-02-1979,USA," $5,99,016.00 "," $14,44,264.51 "," $23,59,367.66 "," $3,57,896.17 "," $7,38,612.10 ",3.6,33,169,17631,Courtney Reynolds,Amanda Lawson," $17,60,351.66 ",293.87%,Hit,Average
985,Over test,Thriller,2001,19-09-2001,USA," $16,64,814.21 "," $11,06,301.32 "," $25,51,590.75 "," $1,83,137.95 "," $5,88,588.47 ",6.5,73,11163,1651,Kimberly Barker,Larry Bishop," $8,86,776.54 ",53.27%,flop,Good Performance
986,Option series,Documentary,1967,25-09-1967,USA," $37,53,983.44 "," $24,52,018.23 "," $37,53,983.44 "," $3,88,307.19 "," $13,26,015.24 ",5.8,62,10726,690,Nicholas Murphy,Melissa Cain, $-   ,0.00%,Break_even,Average
987,Agreement,Thriller,2012,01-03-2012,USA," $58,28,059.13 "," $30,79,236.02 "," $58,28,059.13 "," $4,99,967.79 "," $14,05,160.07 ",6,74,3100,719,Andrew Chambers,Cindy Barnes, $-   ,0.00%,Break_even,Good Performance
988,Suddenly candidate give,Action,2025,04-08-2025,India," $2,41,35,907.94 "," $3,65,21,423.12 "," $7,29,32,697.81 "," $1,00,00,711.43 "," $1,99,86,571.52 ",6.1,64,12477,270,Sonya Clark,Amanda Lawson," $4,87,96,789.87 ",202.18%,Hit,Good Performance
989,Forget perhaps test different,Drama,1991,02-04-1991,USA," $99,00,156.11 "," $61,66,316.68 "," $1,26,45,617.63 "," $9,11,811.19 "," $26,36,120.35 ",7.2,62,2498,203,Sharon Wilson,Robin Dawson," $27,45,461.52 ",27.73%,flop,Good Performance
990,Offer president network,Drama,1988,22-02-1988,USA," $1,16,023.98 "," $1,06,027.14 "," $2,44,877.08 "," $29,570.23 "," $45,048.34 ",7.2,84,3444,8101,Megan Sharp,Michael Ramirez," $1,28,853.10 ",111.06%,Hit,Good Performance
991,Car debate,Documentary,1965,06-09-1965,India," $1,59,89,541.41 "," $1,57,48,439.69 "," $3,13,68,766.77 "," $23,84,060.47 "," $87,59,811.49 ",7.1,75,23132,111,Susan Farley,Julie Hoffman," $1,53,79,225.36 ",96.18%,flop,Good Performance
992,Every energy actually,Drama,1991,16-02-1991,India," $1,73,47,525.60 "," $3,71,62,549.71 "," $5,61,20,148.75 "," $48,10,605.85 "," $1,52,27,468.07 ",4.9,58,30539,120,Melissa Cohen,Isaiah French," $3,87,72,623.15 ",223.51%,Hit,Average
993,Site lead,Comedy,2006,26-09-2006,USA," $32,14,811.95 "," $57,84,201.93 "," $1,33,41,639.76 "," $10,21,962.02 "," $31,96,620.07 ",7.2,66,1988,29915,Maria Lane,Ronald Herrera," $1,01,26,827.81 ",315.01%,Hit,Good Performance
994,Discussion lose,Sci-Fi,2021,06-09-2021,USA," $4,23,573.91 "," $6,72,406.40 "," $16,60,933.02 "," $1,71,442.98 "," $2,82,447.18 ",5.7,66,7773,689,David Rosales,Derek Jones," $12,37,359.11 ",292.12%,Hit,Average
995,What act,Romance,1997,08-07-1997,USA," $76,04,420.42 "," $1,20,11,106.77 "," $2,26,76,772.57 "," $15,65,293.09 "," $71,63,272.84 ",6.6,54,999,185,Janice Taylor,Theresa Cooley," $1,50,72,352.15 ",198.21%,Hit,Good Performance
996,Central star,Comedy,1998,16-09-1998,USA," $59,82,945.81 "," $79,17,369.57 "," $1,82,52,772.27 "," $15,49,000.79 "," $36,20,237.57 ",9,89,48626,50,Mr. Jorge Anderson,Amanda Rivas," $1,22,69,826.46 ",205.08%,Hit,Excellent Performance
997,Meeting drive,Action,1989,08-07-1989,USA," $2,88,922.96 "," $2,81,511.22 "," $6,16,691.04 "," $80,874.58 "," $1,15,571.42 ",4.7,36,24203,3220,James Miller,Ashley French," $3,27,768.08 ",113.44%,Hit,Average
998,No approach,Comedy,2010,09-03-2010,USA," $25,85,342.09 "," $13,11,402.14 "," $25,85,342.09 "," $2,23,047.35 "," $7,49,702.54 ",8.4,64,73478,132,Denise Horne,Rodney Smith, $-   ,0.00%,Break_even,Excellent Performance
999,Collection deal,Drama,1953,16-02-1953,USA," $82,92,336.83 "," $86,63,630.51 "," $2,01,32,256.29 "," $18,72,278.45 "," $51,68,747.10 ",5.8,68,519,56,Seth Whitehead,Jeffrey Smith," $1,18,39,919.46 ",142.78%,Hit,Average
1000,Parent probably,Documentary,2009,17-12-2009,UK," $48,25,238.69 "," $31,78,703.69 "," $59,26,989.27 "," $4,93,269.15 "," $15,25,462.42 ",6.4,77,7834,1357,Joseph Willis,Catherine Willis," $11,01,750.58 ",22.83%,flop,Good Performance
1001,Responsibility why,Drama,1984,06-02-1984,Japan," $4,90,442.99 "," $10,18,588.27 "," $20,97,296.43 "," $1,71,563.30 "," $4,90,932.86 ",8.2,77,3625,50,Joseph Willis,Sharon Brady," $16,06,853.44 ",327.63%,Hit,Excellent Performance
1002,Lay own company,Drama,1957,18-04-1957,USA," $12,70,822.65 "," $9,64,194.59 "," $23,53,945.81 "," $2,12,259.16 "," $4,64,058.95 ",5.5,82,3901,1398,Tara Underwood,Catherine Willis," $10,83,123.16 ",85.23%,flop,Average
1003,Attention morning,Drama,1981,06-10-1981,USA," $1,10,93,175.11 "," $66,55,736.08 "," $1,14,31,689.81 "," $13,22,791.76 "," $34,44,654.35 ",5.8,68,964,50,Melissa Hernandez,Kimberly Ray," $3,38,514.70 ",3.05%,flop,Average
1004,Some others truth,Action,1979,25-04-1979,UK," $13,43,064.45 "," $38,32,581.30 "," $59,76,566.21 "," $5,66,330.15 "," $16,11,369.67 ",4.4,42,1236,317,Jennifer Atkinson,Melissa Cain," $46,33,501.76 ",344.99%,Hit,Average
1005,Expect appear appear wonder,Comedy,1959,21-06-1959,China," $3,88,19,183.09 "," $3,04,17,491.73 "," $5,48,26,679.64 "," $68,20,149.68 "," $1,22,80,729.52 ",5,56,40537,50,Michael Chung,David Perez," $1,60,07,496.55 ",41.24%,flop,Average
1006,Simple arrive available hope,Drama,2013,15-12-2013,USA," $1,45,13,710.66 "," $58,97,900.58 "," $1,45,13,710.66 "," $7,09,318.03 "," $35,09,471.47 ",6.8,74,351,1498,Mark Brooks,James Erickson, $-   ,0.00%,Break_even,Good Performance
1007,One one sense,Horror,2008,13-10-2008,China," $2,08,93,010.95 "," $4,12,40,745.95 "," $6,47,05,267.45 "," $60,77,136.03 "," $2,30,12,728.32 ",7.6,80,1237,2313,Jonathan Evans,Michael Torres," $4,38,12,256.50 ",209.70%,Hit,Good Performance
1008,Arm,Sci-Fi,1958,05-08-1958,Germany," $49,26,005.40 "," $1,34,34,705.78 "," $2,29,33,060.00 "," $29,80,471.75 "," $79,77,330.90 ",6.1,68,2613,1289,Christopher Roach,Chad Santiago," $1,80,07,054.60 ",365.55%,Hit,Good Performance
1009,Spend government,Comedy,2006,30-04-2006,USA," $1,84,53,947.24 "," $3,87,73,165.07 "," $8,13,94,726.16 "," $1,01,90,704.45 "," $1,79,27,215.93 ",8.8,74,1175,211,Alyssa Adams,Cindy Barnes," $6,29,40,778.92 ",341.07%,Hit,Excellent Performance
1010,Bill chair,Romance,2013,29-04-2013,USA," $48,63,392.01 "," $1,22,46,894.19 "," $2,36,83,786.19 "," $12,47,792.76 "," $67,49,743.51 ",7.2,55,3744,50,Darrell Carlson,Ashley Gilmore," $1,88,20,394.18 ",386.98%,Hit,Good Performance
1011,Loss drug,Comedy,1962,22-09-1962,USA," $1,42,16,583.90 "," $2,72,76,408.93 "," $4,91,68,357.35 "," $74,51,122.08 "," $1,14,74,909.04 ",4.4,65,1288,50,Brian Robinson,Christina Buchanan," $3,49,51,773.45 ",245.85%,Hit,Average
1012,Figure listen,Romance,1985,03-08-1985,France," $15,66,019.81 "," $31,37,596.88 "," $71,83,113.66 "," $4,88,665.97 "," $18,38,441.06 ",5.8,69,10507,674,Renee Campbell,Nicole Morales," $56,17,093.85 ",358.69%,Hit,Average
1013,Unit end,Thriller,2014,08-06-2014,India," $1,16,55,870.13 "," $63,08,824.84 "," $1,16,55,870.13 "," $11,75,942.96 "," $33,18,670.12 ",7.3,65,7704,284,Kelsey Ellis,Ashley Gilmore, $-   ,0.00%,Break_even,Good Performance
1014,Show edge yes go,Comedy,2007,03-05-2007,Japan," $37,02,292.41 "," $44,55,268.03 "," $89,16,158.44 "," $7,49,234.18 "," $22,93,900.07 ",6.9,62,153602,407,Raymond Morris,Brian Mccormick," $52,13,866.03 ",140.83%,Hit,Good Performance
1015,Live back,Thriller,2010,16-11-2010,USA," $16,15,659.95 "," $25,36,942.63 "," $61,86,511.35 "," $2,80,135.49 "," $10,41,609.02 ",6.7,66,23642,1860,Sharon Wilson,Nicole Morales," $45,70,851.40 ",282.91%,Hit,Good Performance
1016,Fire from,Romance,1982,18-10-1982,USA," $7,60,531.77 "," $13,19,211.28 "," $21,62,212.69 "," $1,98,356.08 "," $6,50,536.54 ",6.1,53,3270,300,Claudia Smith,Tyler Cooper," $14,01,680.92 ",184.30%,Hit,Good Performance
1017,Performance large,Drama,1994,28-02-1994,USA," $4,44,07,437.02 "," $2,29,26,674.32 "," $4,44,07,437.02 "," $42,21,140.62 "," $1,29,72,605.75 ",6.4,68,6028,272,Gary Simmons,Jeffrey Holloway, $-   ,0.00%,Break_even,Good Performance
1018,Present recognize reduce,Comedy,2018,19-01-2018,USA," $37,59,228.32 "," $36,33,582.03 "," $84,23,100.55 "," $9,00,214.74 "," $18,76,341.12 ",5.4,64,3451,517,Melissa Hernandez,Sharon Rodriguez," $46,63,872.23 ",124.06%,Hit,Average
1019,Land throw,Comedy,1997,15-09-1997,USA," $1,02,69,824.08 "," $1,14,68,806.43 "," $1,97,91,704.61 "," $27,11,949.31 "," $52,38,980.33 ",8.9,77,1511,62,Amber Anderson,Derek Jones," $95,21,880.53 ",92.72%,flop,Excellent Performance
1020,Seem not,Horror,1987,19-06-1987,USA," $43,46,838.28 "," $89,59,907.17 "," $2,06,43,832.02 "," $24,77,725.76 "," $41,21,659.80 ",8.8,76,39890,455,Kevin Green,Brian Gentry," $1,62,96,993.74 ",374.92%,Hit,Excellent Performance
1021,Watch current,Comedy,2013,24-08-2013,USA," $23,20,662.96 "," $17,10,496.50 "," $33,41,059.25 "," $2,96,449.95 "," $8,22,835.80 ",6.3,55,3010,50,Kristina Moore,Ashley Reeves," $10,20,396.29 ",43.97%,flop,Good Performance
1022,Story product would,Documentary,1993,29-04-1993,USA," $38,94,113.21 "," $22,85,687.21 "," $38,94,113.21 "," $2,38,459.87 "," $13,07,450.14 ",6.6,63,16363,271,Dr. Jonathan Long,William Crawford, $-   ,0.00%,Break_even,Good Performance
1023,Can agree,Comedy,1966,06-07-1966,USA," $7,99,494.81 "," $26,24,137.40 "," $39,49,990.07 "," $6,20,341.06 "," $11,75,962.47 ",7.8,88,463,50,Jeffrey Neal,Jennifer Leach," $31,50,495.26 ",394.06%,Hit,Good Performance
1024,Fear quite product,Drama,1995,28-10-1995,USA," $52,56,648.91 "," $84,84,508.51 "," $1,41,72,618.84 "," $14,34,036.08 "," $45,83,968.89 ",7.8,79,6474,5396,Jeffrey Myers MD,David Perez," $89,15,969.93 ",169.61%,Hit,Good Performance
1025,Garden prepare both,Comedy,2004,30-01-2004,Canada," $12,42,593.28 "," $26,69,284.28 "," $40,37,320.48 "," $7,74,440.24 "," $11,73,196.66 ",6,53,2332,50,Raymond Morris,Stephanie Moore," $27,94,727.20 ",224.91%,Hit,Good Performance
1026,Democratic edge brother front,Sci-Fi,1988,27-09-1988,Canada," $15,96,731.64 "," $12,63,263.50 "," $30,82,895.63 "," $1,50,229.85 "," $7,57,263.37 ",7.5,77,59705,8570,Elizabeth Lane,Cassandra Dennis," $14,86,163.99 ",93.08%,flop,Good Performance
1027,West concern cover,Comedy,2015,08-11-2015,USA," $9,91,296.72 "," $19,03,620.81 "," $28,56,908.20 "," $4,42,522.52 "," $11,38,453.42 ",8.3,72,3101,190,Jennifer Willis,Andrew Lyons," $18,65,611.48 ",188.20%,Hit,Excellent Performance
